,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Cleaned_Review_Text,Extracted_Aspects,Aspect_Sentiment
19546,1078,35,Stunning design; beautiful winter dress,"This dress is even better in person than in the photos online. the colors are vibrant, the material has a nice, warm weight to it, and the buttons give the whole dress that something extra to make it special. i only wish the dress came with a couple of extra buttons, as the first time i wore it one of the buttons came loose and i had to sew it back on to make sure it didn't fall off.

the dress does run a little small, i think - i normally am an extra small, but the small fit me very well.",5,1,1,General Petite,Dresses,Dresses,dress even better person photos online colors vibrant material nice warm weight buttons give whole dress something extra make special wish dress came couple extra buttons first time wore one buttons came loose sew back make sure didnt fall dress run little small think normally extra small small fit well,"['fit', 'color', 'weight']","{'fit': -1.0, 'color': -1.0, 'weight': -1.0}"
19548,1078,33,Beautiful!,"This sweater dress is very beautiful in person. the colors are very ""fall"", i actually decided against it only because i felt it was too busy for my personality. as for the fit, it runs fairly true to size, maybe slightly small. i tried on my usual medium, but i think i would have sized up for a more relaxed look. for reference, i'm 5'6"", 135 lbs, and wear a size 6. this could be quite a stunning piece on the right person!",5,1,0,General Petite,Dresses,Dresses,sweater dress beautiful person colors fall actually decided felt busy personality fit runs fairly true size maybe slightly small tried usual medium think would sized relaxed look reference im lbs wear size could quite stunning piece right person,"['fit', 'color']","{'fit': 2.0, 'color': 2.0}"
19550,1078,32,Fabric stretches throughout the day,"This dress is beautiful. very vibrant and rich looking...however, after wearing it to work the back of the dress was completely stretched out from sitting in my office chair. when i stood up a little bubble remained around my butt. not attractive. i wanted to love it but it's going back.",3,0,2,General Petite,Dresses,Dresses,dress beautiful vibrant rich lookinghowever wearing work back dress completely stretched sitting office chair stood little bubble remained around butt attractive wanted love going back,,
19551,1078,38,So disappointed!,The armholes on this dress are totally bizarre. i can't believe no one else has commented on them yet. i am a size s on top and m on the bottom so i usually try on both in dresses. i tend to be a small/ size 6 in retailer. the armholes are so long that the dress doesn't lay right on top. i showed it to on of the clerks in the store and she agreed with me. we looked at all the others and they were the same. going up a size made it way worse. this dress might work for someone with really broad shoul,1,0,6,General Petite,Dresses,Dresses,armholes dress totally bizarre cant believe one else commented yet size top bottom usually try dresses tend small size retailer armholes long dress doesnt lay right top showed clerks store agreed looked others going size made way worse dress might work someone really broad shoul,,
19553,1078,33,This dress is why i love retailer,"Everything about the dress is worth it. it's true the buttons are loosely sewn on, but that's easily fixed. i'm a slim person but broad in the shoulders, so i had to exchange the small for a medium because it has a narrow, fitted construction. large-chested ladies or athletic types should size up.",5,1,1,General Petite,Dresses,Dresses,everything dress worth true buttons loosely sewn thats easily fixed im slim person broad shoulders exchange small medium narrow fitted construction largechested ladies athletic types size,['fit'],{'fit': 0.0}
19554,1078,48,,"This is a beautiful dress! i love the patterns, the beading and the texture. however, i have returned it (size medium - my usual size) and asked for an exchange up to a large (fingers crossed it will be available!) because the shoulders are very narrow. i am fairly tall (5'8"") with an athletic build. the body fit was a bit tighter than i expected also but not really an issue. however, the shoulders were obviously tight making it look too small and uncomfortable. yikes! i sooooo love this dress a",4,1,5,General Petite,Dresses,Dresses,beautiful dress love patterns beading texture however returned size medium usual size asked exchange large fingers crossed available shoulders narrow fairly tall athletic build body fit bit tighter expected also really issue however shoulders obviously tight making look small uncomfortable yikes sooooo love dress,"['fit', 'comfort', 'pattern']","{'fit': 1.0, 'comfort': 1.0, 'pattern': 1.0}"
19556,1078,23,That dress,"This dress is perfect for any occasion, it looks great with every shoe and is flattering on.",4,1,0,General Petite,Dresses,Dresses,dress perfect occasion looks great every shoe flattering,,
19558,1078,41,Best dress ever!,"Omg i am absolutely in love with this dress, i saw it on line and knew immediately that i had to have it! i decided to go into the store to try it and it looks even better on than it did on the website. the a-line shape is very flattering and the retro pattern and colors are amazing! the only down side if there even is on is that it is a little tight across the chest but i am a 36ddd so sometimes that happens, i just took a large rather than my usual medium. other than that, this dress is my fav",5,1,0,General Petite,Dresses,Dresses,omg absolutely love dress saw line knew immediately decided go store try looks even better website aline shape flattering retro pattern colors amazing side even little tight across chest ddd sometimes happens took large rather usual medium dress fav,"['color', 'pattern']","{'color': 2.0, 'pattern': 2.0}"
19562,1078,48,"Cute, casual knit dress.","I like this dress very much. the colors are great and the style cute and casual. its perfect with a pair of cognac riding boots and tights.
it really is depicted well in the model photo, although i think it may be cut somewhat shorter than it appears in the photo. i am 5'9"" and its shorter on me than on the model who, i imagine, is taller than me.
the dress is made of a substantial, tight knit material. i found it to be a bit boxy so i washed and tumble dried it, hoping to tighten it up a bit. t",4,1,2,General Petite,Dresses,Dresses,like dress much colors great style cute casual perfect pair cognac riding boots tights really depicted well model photo although think may cut somewhat shorter appears photo shorter model imagine taller dress made substantial tight knit material found bit boxy washed tumble dried hoping tighten bit,"['style', 'color']","{'style': 2.0, 'color': 2.0}"
19563,1078,40,"Beautiful dress, odd fit","I wanted to love this warm dress because the colors and the material are beautiful. unfortunately, i couldn't make the fit work. for reference, i am 5'3, 110 pounds and usually wear an xs in retailer clothing. like other reviewers, i found the xs to be a bit tight around the arms, and i don't have particularly large arms, so i ordered the sp, hoping it would be roomier and shorter (the regular length came down to mid-knee). unfortunately, the sp was enormous; it was in no way a petite. it was as l",3,0,0,General Petite,Dresses,Dresses,wanted love warm dress colors material beautiful unfortunately couldnt make fit work reference pounds usually wear xs retailer clothing like reviewers found xs bit tight around arms dont particularly large arms ordered sp hoping would roomier shorter regular length came midknee unfortunately sp enormous way petite l,"['fit', 'color', 'length']","{'fit': 2.0, 'color': 2.0, 'length': 2.0}"
19566,1078,54,"Overall great dress, runs small","This dress is beautiful with gorgeous coloring, nice thick, stretchy fabric and wonderful detailing including buttons. the only issue i had with it is that it's does run small, especially in the bust. i'm normally a medium to large, depending on cut so after reading the previous reviews, i ordered a large and it's pretty snug. still deciding whether i will keep or try for an xl, which is doubtful in availability at this point. i ordered it with two other pieces, both of those a medium fit fine.",4,1,0,General Petite,Dresses,Dresses,dress beautiful gorgeous coloring nice thick stretchy fabric wonderful detailing including buttons issue run small especially bust im normally medium large depending cut reading previous reviews ordered large pretty snug still deciding whether keep try xl doubtful availability point ordered two pieces medium fit fine,"['fit', 'color']","{'fit': 3.0, 'color': 3.0}"
19567,1078,38,Yes to the dress,"Sweater dresses are my fall/winter uniform and the patterns on this one are particularly unique and lovely. i'm 5'2'' with a small bust, this fit nicely and moves well, it's not baggy or bulky and not tight. good for work and play. i would usually wait to see if an item at this price goes on sale, but this one is the kind of piece that i expect to be snapped up swiftly and i don't regret getting it at full price.",4,1,4,General Petite,Dresses,Dresses,sweater dresses fallwinter uniform patterns one particularly unique lovely im small bust fit nicely moves well baggy bulky tight good work play would usually wait see item price goes sale one kind piece expect snapped swiftly dont regret getting full price,"['fit', 'pattern']","{'fit': 2.0, 'pattern': 2.0}"
19569,1078,39,Love it,This is a really great dress - especially for the holiday season - you can do work and post work events with it easily. i ordered a large but it fit me more like a medium. it is very comfortable and the quality feels great. boots give it the day look and a nice set of beige high heels gave it a great evening look.,5,1,1,General Petite,Dresses,Dresses,really great dress especially holiday season work post work events easily ordered large fit like medium comfortable quality feels great boots give day look nice set beige high heels gave great evening look,"['fit', 'comfort', 'quality']","{'fit': 5.0, 'comfort': 5.0, 'quality': 5.0}"
19571,1078,26,Missing two large buttons,"The dress arrived with two large buttons missing from the front complete with unraveling threads. the rest of the buttons are sewn on loosely, and in general, it's poor quality. ridiculous considering the price, very disappointed.",3,0,0,General Petite,Dresses,Dresses,dress arrived two large buttons missing front complete unraveling threads rest buttons sewn loosely general poor quality ridiculous considering price disappointed,['quality'],{'quality': -1.0}
19572,1078,44,Had potential but it doesn't deliver,"So, i bought 2 of these. first in xsp. it was actually the regular length not the petite one. it did have the problem mentioned by others regarding the arms, armpit, thighness issue. i thought maybe the dress was mislabeled and i got a regular xs by mistake. so i returned and order another xsp hoping i would get one with the right length, but no. the one i got has same issues as the first one. why 2 petite dresses with regular length/? i think the dresses are defective. the print is gorgeous and",3,0,2,General Petite,Dresses,Dresses,bought first xsp actually regular length petite one problem mentioned others regarding arms armpit thighness issue thought maybe dress mislabeled got regular xs mistake returned order another xsp hoping would get one right length one got issues first one petite dresses regular length think dresses defective print gorgeous,['length'],{'length': 1.0}
19573,1078,45,Unique,Love this tunic dress but i ordered a petite instead of regular because of length. fits a bit snug. i have gotten sp from retailer before and they have fit. just depends on the brand i guess. great holiday wear.,4,1,0,General,Dresses,Dresses,love tunic dress ordered petite instead regular length fits bit snug gotten sp retailer fit depends brand guess great holiday wear,"['fit', 'length']","{'fit': 2.0, 'length': 2.0}"
19574,1078,36,There's something wrong with the arm hole,"There's something majorly wrong with the way the armholes are cut. i can't move my arms in this dress. otherwise the fit was fine. the a line cut of the dress is great if ur trying to hide a few pounds. other than that the does nothing for your figure. i found this dress to be true to size in an xsp im 107lbs and 5'1"".
don't buy it. i know it's tempting with the sale price.",2,0,0,General,Dresses,Dresses,theres something majorly wrong way armholes cut cant move arms dress otherwise fit fine line cut dress great ur trying hide pounds nothing figure found dress true size xsp im lbs dont buy know tempting sale price,['fit'],{'fit': 1.0}
19575,1078,48,Snug in arms and chest,"I love this dress. colors are great, but a little tight in the chest and arms. i am 5' 8"" and usually wear a size 6. i bought the medium because i like a little looser fit on top. the arm holes are a little large which makes reaching up for things awkward.",5,1,0,General,Dresses,Dresses,love dress colors great little tight chest arms usually wear size bought medium like little looser fit top arm holes little large makes reaching things awkward,"['fit', 'color']","{'fit': 2.0, 'color': 2.0}"
19576,1078,44,Lanka sweater dress tunic,"Beautiful sweater dress. nice texture gorgeous pattern. however not for my body type! i'm 5'5"", a size 12-14 and i carry my weight in hips butt & tummy area. this dress is only slightly a line, almost straight and even the xl didn't look flattering on me. and the arms are definitely smaller and weird too-there is bunching in the pit area. i tried on a large for comparison and it was too tight all over and there was a button missing too. this def. runs small and i think will be flattering on the",3,1,8,General,Dresses,Dresses,beautiful sweater dress nice texture gorgeous pattern however body type im size carry weight hips butt tummy area dress slightly line almost straight even xl didnt look flattering arms definitely smaller weird toothere bunching pit area tried large comparison tight button missing def runs small think flattering,"['pattern', 'weight']","{'pattern': 3.0, 'weight': 3.0}"
19578,1078,43,Perfect in every way!,"I loved this dress as soon as i saw it online. but the price was high, and i was nervous about taking a chance on a knit dress. would it be too clingy, too stretchy, too scratchy, too...wrong? i took a chance on it after reading other reviews, and as soon as i tried it on, i knew i had found the perfect dress for winter. it is super comfortable, and the quality of the knit is very good. the material is soft and warn. the dress looks fabulous with bright tights and high boots. in the two weeks i",5,1,1,General,Dresses,Dresses,loved dress soon saw online price high nervous taking chance knit dress would clingy stretchy scratchy toowrong took chance reading reviews soon tried knew found perfect dress winter super comfortable quality knit good material soft warn dress looks fabulous bright tights high boots two weeks,"['comfort', 'quality']","{'comfort': 3.0, 'quality': 3.0}"
19579,1078,36,,This dress is beautiful and unique. an eye-catching piece with a bohemian flare. you will not be disappointed. tts.,4,1,0,General,Dresses,Dresses,dress beautiful unique eyecatching piece bohemian flare disappointed tts,,
19580,1078,31,,"If you look closely at the pattern it is a giant triangle running across the front of your body. this doesn't do great things really if you have more of an hourglass shape or small waist. it completely removed the idea that you have a small waist and draws attention to the area of the triangle that is the largest. also, i agree with another reviewer about being cautious about buttons, as several were off some of the dresses.",3,0,0,General,Dresses,Dresses,look closely pattern giant triangle running across front body doesnt great things really hourglass shape small waist completely removed idea small waist draws attention area triangle largest also agree another reviewer cautious buttons several dresses,['pattern'],{'pattern': 1.0}
19581,1078,56,Gorgeous dress with european flaiir,"The colors and design of this dress is stunning. i am usually a large in retailer clothes, this dress is true to size.this can be worn as a dress with boots or flats or even as a tunic. i purchased a scarf to also wear it with. this is one of my all time favorite retailer pieces!! don't hesitate.",5,1,0,General,Dresses,Dresses,colors design dress stunning usually large retailer clothes dress true sizethis worn dress boots flats even tunic purchased scarf also wear one time favorite retailer pieces dont hesitate,['color'],{'color': 1.0}
19584,1078,56,"Lovely, but needs better sizing","As most have already commented, runs small in upper body. i'm always a 2 or 4 petite (5'1"", 120# max, 36aa, athletic build). the petite s was exceptionally small in upper body and no chance of it stretching enough to be comfortable. since i read other reviews before purchasing i also ordered the petite m. pm was too big under arms. i exchanged both and purchased a regular s in store. fits great, though would have liked it a mere 1"" shorter.
the sizing should have been 2,4, 6 etc.
i'm keeping the",4,1,1,General,Dresses,Dresses,already commented runs small upper body im always petite max aa athletic build petite exceptionally small upper body chance stretching enough comfortable since read reviews purchasing also ordered petite pm big arms exchanged purchased regular store fits great though would liked mere shorter sizing etc im keeping,"['fit', 'comfort', 'sizing']","{'fit': 2.0, 'comfort': 2.0, 'sizing': 2.0}"
19586,1078,39,Sweet dress naughty buttons,"Knitted & knotted are my new bff. their sweater dresses are amazing and i'm now tracking down sold out versions of their apparel to enhance my closet and have a party. i adore (and drool...just a lil bit) this dress. the colors and styling and warmth make me happy. i sized up to a l because of my linebacker shoulders/broad bust (thanks retailer user reviewers!) i am comfy as long as i don't flail or flap. my one teeny tiny little complaint is right out of the factory cellophane bag, i had a loose",5,1,0,General,Dresses,Dresses,knitted knotted new bff sweater dresses amazing im tracking sold versions apparel enhance closet party adore drooljust lil bit dress colors styling warmth make happy sized l linebacker shouldersbroad bust thanks retailer user reviewers comfy long dont flail flap one teeny tiny little complaint right factory cellophane bag loose,['color'],{'color': 0.0}
19587,1078,44,"Beautiful dress, just wish it worked on me","Tried this dress in two different sizes and just couldn't get a god fit for me. i found the upper arms a little snug and unforgiving if you don't have slim arms. it is a beautiful dress in person, probably more so than in the photos, and a nice thick quality feel. it didn't work on my frame, but i definitely recommend you give it a try.",4,1,5,General,Dresses,Dresses,tried dress two different sizes couldnt get god fit found upper arms little snug unforgiving dont slim arms beautiful dress person probably photos nice thick quality feel didnt work frame definitely recommend give try,"['fit', 'quality']","{'fit': 1.0, 'quality': 1.0}"
19588,1078,47,Disappointed in the fit,"This dress is so pretty and the fabric is tightly woven so that it won't stretch as much as other sweater dresses. i am disappointed in the sleeves though. the cut is way below the armpit so that when you raise your arms, it pulls tight and is uncomfortable. for the price, and the amount of time i wanted to wear it, it's not worth keeping. another thing is that the fabric is tightly woven so if you are cold natured and ok with the sleeve issue, this is the dress for you. however, if you are hot",4,0,4,General,Dresses,Dresses,dress pretty fabric tightly woven wont stretch much sweater dresses disappointed sleeves though cut way armpit raise arms pulls tight uncomfortable price amount time wanted wear worth keeping another thing fabric tightly woven cold natured ok sleeve issue dress however hot,['comfort'],{'comfort': -2.0}
20193,1078,43,"Easy, beautiful and different","I stumbled upon the blue version in the store. i immediately liked that it was easy, chic, and just different-enough. after wearing it for a birthday dinner, i saw it online and realized that i had styled it almost exactly the same way the blue one is shown. black sandal wedges, silver cuff, silver earrings. it is flattering in an unexpected way, which may be partially because i am really small-chested. the front v is deep compared to what i usually wear, but double-sided tape easily kept my bra",5,1,0,General,Dresses,Dresses,stumbled upon blue version store immediately liked easy chic differentenough wearing birthday dinner saw online realized styled almost exactly way blue one shown black sandal wedges silver cuff silver earrings flattering unexpected way may partially really smallchested front v deep compared usually wear doublesided tape easily kept bra,['style'],{'style': 2.0}
20198,1078,43,Get this now!,"This dress may not be worth the full price of $138 but on sale it is one huge bargain! so easy to wear and so incredibly flattering! seriously, i don't know why it's not sold out at this price! it hides all flaws without looking oversized or bulky. i totally disagree with the reviewer who called this dress ""sack"" like. found this tts. looks great with pumps or flats.",5,1,0,General,Dresses,Dresses,dress may worth full price sale one huge bargain easy wear incredibly flattering seriously dont know sold price hides flaws without looking oversized bulky totally disagree reviewer called dress sack like found tts looks great pumps flats,,
20200,1078,29,Way better in person,I was not expecting to like this. i tried it on in the store on a whim. it happened to drape beautifully. this will be a great work dress for the summer with something underneath the bring up the neckline. the blue color is soft and pretty.,4,1,0,General,Dresses,Dresses,expecting like tried store whim happened drape beautifully great work dress summer something underneath bring neckline blue color soft pretty,"['color', 'neckline']","{'color': 2.0, 'neckline': 2.0}"
20203,1078,44,Sack dress,"Unfortunately, this dress is shaped like a sack and has no shape to speak of. i have sent it back for a refund :( too big, too shapeless.",2,0,5,General,Dresses,Dresses,unfortunately dress shaped like sack shape speak sent back refund big shapeless,,
20217,1078,48,"Cute, but...","Wanted to love this dress, bit it wasn't to be. strange fit, and doesn't drape nicely, as in the photo. also, the blue color was much darker in person. wouldn't recommend.",2,0,0,General,Dresses,Dresses,wanted love dress bit wasnt strange fit doesnt drape nicely photo also blue color much darker person wouldnt recommend,"['fit', 'color']","{'fit': 1.0, 'color': 1.0}"
20222,1078,37,At once matronly and sexy?,"So the dress is interesting. has an asymmetrical wrap look, short, sexy length (i'm 5'3"" and the petite barely covers my assets), and a neckline that implies sexy without actually displaying the girls- it crosses over and stays closed, but looks sexy and plunging. but the shoulders are what make it look matronly. they're wide- from neck out to the outer edge of my shoulder/upper arm. they show no shoulder at all, which is really an odd design when the rest of the dress is sexy-ish. i looked back",3,0,0,General,Dresses,Dresses,dress interesting asymmetrical wrap look short sexy length im petite barely covers assets neckline implies sexy without actually displaying girls crosses stays closed looks sexy plunging shoulders make look matronly theyre wide neck outer edge shoulderupper arm show shoulder really odd design rest dress sexyish looked back,"['length', 'neckline']","{'length': 0.0, 'neckline': 0.0}"
20223,1078,38,Lovely dress and fit,"This dress is extremely flattering on and looks a lot better when worn than on the hanger. the cut drapes very nicely and is true to size. i am 5 feet tall / 95lbs and the xxsp fit perfectly. it is a bit short however, so i would caution that it may not be work ""office"" appropriate if you are taller. like most hd in paris dresses, it is also quite thin although lined. this dress would look lovely with a either delicate jewelry or a bold statement piece and is casual enough for a lunch outing or",5,1,12,General,Dresses,Dresses,dress extremely flattering looks lot better worn hanger cut drapes nicely true size feet tall lbs xxsp fit perfectly bit short however would caution may work office appropriate taller like hd paris dresses also quite thin although lined dress would look lovely either delicate jewelry bold statement piece casual enough lunch outing,['fit'],{'fit': 3.0}
20226,1078,41,Cute but not right for me,"I really, really wanted to love this dress. the v-neck plunge is way too deep. i needed to pin it to keep it closed. the blue color was pretty, and the front was flattering, but the back was not. it was super clingy in the back and didn't hang in a flattering way. sadly, i sent it back.",3,0,0,General,Dresses,Dresses,really really wanted love dress vneck plunge way deep needed pin keep closed blue color pretty front flattering back super clingy back didnt hang flattering way sadly sent back,['color'],{'color': 3.0}
20313,1078,33,Petite fits great!,I received this as a gift for my birthday in the navy blue and it fits great. i'm 5'2 and the petite medium was the perfect length.,5,1,1,General,Dresses,Dresses,received gift birthday navy blue fits great im petite medium perfect length,"['fit', 'length']","{'fit': 2.0, 'length': 2.0}"
20314,1078,61,Flattering style,I purchased this dress in the store and then realized i could get a petite size. i ordered it in a pm but had to return it. i reordered it in ps and it's perfect. i love it for a casual evening out of wearing around town in the summer. it's supper figure flattering.,5,1,1,General,Dresses,Dresses,purchased dress store realized could get petite size ordered pm return reordered ps perfect love casual evening wearing around town summer supper figure flattering,,
20315,1078,33,,"Gorgeous! this dress fit so well and it super flattering. i got it in green and the colors are just lovely. i had to get it hemmed because i'm short and i couldn't find it in petite, but definitely worth the extra cost. i love, love love it.",5,1,1,General,Dresses,Dresses,gorgeous dress fit well super flattering got green colors lovely get hemmed im short couldnt find petite definitely worth extra cost love love love,"['fit', 'color']","{'fit': 6.0, 'color': 6.0}"
20317,1078,68,,"The print on this is gorgeous, and it's incredibly comfortable. ultimately, i didn't buy it because the length was weird for me (i'm 5'7""); it just looked strange, like it was cutting me off at a weird point.",5,1,1,General,Dresses,Dresses,print gorgeous incredibly comfortable ultimately didnt buy length weird im looked strange like cutting weird point,"['comfort', 'length']","{'comfort': 3.0, 'length': 3.0}"
20319,1078,25,Dress perfection,"I don't think it's possible to say enough good things about this dress! the fit is beautiful (i'm 5'6"", 130lbs, and am a 32h,) the material is soft and swishes around your legs in a delightful way, and the length has all the positives of a maxi dress without dragging on the ground. it doesn't show bra straps. it looks good with either heels or a trusty pair of birkenstocks. the pattern is fun. essentially, it's the perfect summer dress.",5,1,0,General,Dresses,Dresses,dont think possible say enough good things dress fit beautiful im lbs h material soft swishes around legs delightful way length positives maxi dress without dragging ground doesnt show bra straps looks good either heels trusty pair birkenstocks pattern fun essentially perfect summer dress,"['fit', 'pattern', 'length']","{'fit': 5.0, 'pattern': 5.0, 'length': 5.0}"
20323,1078,33,Love!! more colors please!!,"I love this dress! it is beyond flattering! i tried the south shore dress on earlier this year but found it too short for my taste. this however.. is the same cut on top, but longer in the skirt! yes, please! i purchased the turquoise, which is exactly as pictured! just beautiful! hits at my shins. for reference, i'm 5'6"", 136 lbs and ordered a size small.",5,1,8,General,Dresses,Dresses,love dress beyond flattering tried south shore dress earlier year found short taste however cut top longer skirt yes please purchased turquoise exactly pictured beautiful hits shins reference im lbs ordered size small,,
20328,1078,26,Beautiful fit!,"As a teacher, it's so great to be able to find dresses that are modest and beautiful, that i can wear to work, as well as on the weekends.",5,1,23,General,Dresses,Dresses,teacher great able find dresses modest beautiful wear work well weekends,,
20335,1078,40,Flattering fit!,"Wow this dress is very flattering! i have a fairly small waist and not-so-small hips and this dress is slimming. it is also soft, light, airy, gorgeous! exactly what you need on a beautiful spring day! i wore this dress yesterday and have not felt that beautiful in a very long time! thank you so much retailer for the brilliant design:)",5,1,3,General,Dresses,Dresses,wow dress flattering fairly small waist notsosmall hips dress slimming also soft light airy gorgeous exactly need beautiful spring day wore dress yesterday felt beautiful long time thank much retailer brilliant design,,
20336,1078,56,Perfect fit!,"Purchased this maxi dress in blue print, size petite xxsmall. even in that size i have some difficulty finding dresses that fit. but this one does perfectly. no complaints at all. length is a bit longer than pictured on model, but that's fine for a maxi summer easy style dress. i am quite short besides being petite so this fits the bill. am sure it will be worn quite often for many different occasions.",5,1,1,General,Dresses,Dresses,purchased maxi dress blue print size petite xxsmall even size difficulty finding dresses fit one perfectly complaints length bit longer pictured model thats fine maxi summer easy style dress quite short besides petite fits bill sure worn quite often many different occasions,"['fit', 'style', 'length']","{'fit': 0.0, 'style': 0.0, 'length': 0.0}"
20337,1078,31,Meh,"It just isn't that flattering on me. it looks kind of old and dingy, even though it's brand new. it fits fine, but doesn't do much to highlight my curves. it just kind of hangs there. the length is somewhat awkward (i bought the petite version). maybe it would look good on someone tall and skinny, like the model. it's gathered around the stomach area and longer in the front, which reminded me of maternity wear. it does appear to be pretty well made; top part is lined. overall it's not terrible,",2,0,1,General,Dresses,Dresses,isnt flattering looks kind old dingy even though brand new fits fine doesnt much highlight curves kind hangs length somewhat awkward bought petite version maybe would look good someone tall skinny like model gathered around stomach area longer front reminded maternity wear appear pretty well made top part lined overall terrible,"['fit', 'length']","{'fit': 2.0, 'length': 2.0}"
20340,1078,48,"Elegant, graceful, lovely","This dress has a really elegant neckline combined with the wide fitted waist and under-the-bust gathers which really flatter the body. i have a fairly straight body and this dress gives me shape. i usually wear xspetite but the turquoise didn't come in petite and that was my preferred color. so i tried the xxs which i could barely get on and off but once on, it fit fine (34aa, 26"" waist, 34"" hips). i'd probably be better off with the xs. the length of the regular on me was fine, like a normal ma",5,1,26,General,Dresses,Dresses,dress really elegant neckline combined wide fitted waist underthebust gathers really flatter body fairly straight body dress gives shape usually wear xspetite turquoise didnt come petite preferred color tried xxs could barely get fit fine aa waist hips id probably better xs length regular fine like normal,"['fit', 'color', 'length', 'neckline']","{'fit': 2.0, 'color': 2.0, 'length': 2.0, 'neckline': 2.0}"
20341,1078,26,Perfect dress!,"This dress is the perfect length and so comfortable! it's conservative enough to wear to work as a teacher but also so cute! i'm 5'6"" and the large hits right above my ankle. medium fit as well but i wanted a little extra room in the torso.",5,1,2,General,Dresses,Dresses,dress perfect length comfortable conservative enough wear work teacher also cute im large hits right ankle medium fit well wanted little extra room torso,"['fit', 'comfort', 'length']","{'fit': 2.0, 'comfort': 2.0, 'length': 2.0}"
20348,1078,23,Love this dress,"This dress is gorgeous. flattering, comfortable, and machine washable!

for reference i am 5'5 145lbs, 38-30-40 and 34dd. i got the medium and it fits great! only flaw is that the armholes are a little large, but not enough that my bra shows so i am okay with it.",5,1,4,General,Dresses,Dresses,dress gorgeous flattering comfortable machine washable reference lbs dd got medium fits great flaw armholes little large enough bra shows okay,"['fit', 'comfort']","{'fit': 4.0, 'comfort': 4.0}"
20349,1078,39,,This dress is very comfortable. the fabric is really nice and the dress flows when you move. classic and pretty. i ordered a xs and i'm 5'3 135lbs 34b and the fit was great.,5,1,1,General,Dresses,Dresses,dress comfortable fabric really nice dress flows move classic pretty ordered xs im lbs b fit great,"['fit', 'comfort']","{'fit': 2.0, 'comfort': 2.0}"
20352,1078,41,Easy elegance,"I wanted this dress in the turquoise motif, but it sold out so quickly! i tried on about 10 dresses in my local store and this was the clear winner. i got the blue and white motif, which has enough visual interest with the way the pattern flows across the dress. i found the dress to be slimming and very comfortable. you can throw it on and not think about flashing anything when you bend over, or the skirt flying up in the breeze, or needing a strapless bra. the skirt flows really nicely and over",5,1,5,General,Dresses,Dresses,wanted dress turquoise motif sold quickly tried dresses local store clear winner got blue white motif enough visual interest way pattern flows across dress found dress slimming comfortable throw think flashing anything bend skirt flying breeze needing strapless bra skirt flows really nicely,"['comfort', 'pattern']","{'comfort': 1.0, 'pattern': 1.0}"
20356,1078,36,Must have summer dress for any occasion!,"This dress looks way better on you than sitting on the hanger! the design really flatters your body and the waist area, makes you look very skinny! highly recommend! the length is also perfect, just the right length for a maxi dress, long enough but short enough to show off your shoes as well!",5,1,3,General,Dresses,Dresses,dress looks way better sitting hanger design really flatters body waist area makes look skinny highly recommend length also perfect right length maxi dress long enough short enough show shoes well,['length'],{'length': 1.0}
20359,1078,24,My new favorite dress,"Got this dress in the blue and cream and it's gorgeous. i love that it's work and date night appropriate, but so comfy. i am 5'4"" but have very short legs, so it's hard to find a maxi dress or skirt that doesn't drag on the ground. this floats beautifully above my ankles - a little lower than on the model, but still high enough that i am totally comfortable wearing the dress without heels. i got the small and it fits great. the print is lovely - the cream fabric is speckled in gray dots in some",5,1,1,General Petite,Dresses,Dresses,got dress blue cream gorgeous love work date night appropriate comfy short legs hard find maxi dress skirt doesnt drag ground floats beautifully ankles little lower model still high enough totally comfortable wearing dress without heels got small fits great print lovely cream fabric speckled gray dots,"['fit', 'comfort']","{'fit': 5.0, 'comfort': 5.0}"
20360,1078,32,Bring back the turquoise please!!,"I have this in darker blue and it is my favorite dress of the season. i didn't realize that there was one in turquoise until it was already sold out. please bring back or be so kind to contact me if an xs comes in as a return, etc. 
i love this so much!",5,1,0,General Petite,Dresses,Dresses,darker blue favorite dress season didnt realize one turquoise already sold please bring back kind contact xs comes return etc love much,,
20362,1078,39,So in love,"The turquoise print is absolutely stunning. i love the feel of the fabric, the drape",5,1,0,General Petite,Dresses,Dresses,turquoise print absolutely stunning love feel fabric drape,,
20364,1078,47,Fit is spectacular!,This dress is more adorable on then sitting on the hanger. the material clings to all the right places and feels really good. i must say this is one of the most comfortable dresses i have ever put on. would never tell from the photo that this dress is so adorable. if you like a fitted dress in the waist and bust that subtly accentuates your curves - try it. adorable!,5,1,1,General Petite,Dresses,Dresses,dress adorable sitting hanger material clings right places feels really good must say one comfortable dresses ever put would never tell photo dress adorable like fitted dress waist bust subtly accentuates curves try adorable,"['fit', 'comfort']","{'fit': 6.0, 'comfort': 6.0}"
